source,user_name,rating,review_date,review_description,ulasan
App Store,Alika Yellow,3,2025-02-19 23:24:10,"Tema Chat Default nya kok hilang tidak -,,- padahal sudah di perbaharui",tema chat default hilang perbaharui
App Store,Mahmudt,1,2025-02-19 21:15:09,Kualitas unggahan sangat buruk video asli 1080p stelah di upload buram banget buram seperti video 144p,kualitas unggahan buruk video asli 1080p stelah upload buram buram video 144p
App Store,Call me oi,5,2025-02-19 20:59:05,Mantul,mantul
App Store,Din-num,1,2025-02-19 19:28:44,"Please kenapa ya padahal internet nyambung jaringan 
Tapi WA suka gak masuk kalau gadibuka apps nya 🥲
Telepon pun gamasuk 
Padahal lg buka app lain lancar aja loh",please internet nyambung jaringan wa suka gak masuk gadibuka apps telepon gamasuk buka app lancar loh
App Store,intnnnnn124578,2,2025-02-19 18:54:54,tidak bisa menerima atau menelpon seseorang,menerima menelpon
App Store,JiKrisna,2,2025-02-19 18:53:39,ini kenapa tiap vc rotasi kamera nya miring” lah gaenak banget,vc rotasi kamera miring gaenak
App Store,Langit Pra,1,2025-02-19 18:09:37,"KENAPA TEMA NYA BELOM KELUAR
kemarin sempet keluar sekarang ilang lagii gimana sii",tema belom kemarin sempet ilang lagii gimana sii
App Store,ansfry,5,2025-02-19 15:56:14,tolong kasih whatsapp tema,kasih whatsapp tema
App Store,fyyjiee,5,2025-02-19 15:50:10,baguss siihh setelah update tp knp punyaku gaada temanyaaa,baguss siihh update knp punyaku gaada temanyaaa
App Store,Bella pira ayu,5,2025-02-19 15:47:48,Sangat menarik,menarik
App Store,jakiuu,3,2025-02-19 15:47:23,rotasi pas vidio call nonaktifin ajg bikin ribet aja fitu lu ga guna,rotasi vidio call nonaktifin ajg ribet fitu ga
App Store,AGML11,3,2025-02-19 15:32:29,Please add switch account feature!!!!,please add switch account feature
App Store,Arinda megaa,4,2025-02-19 13:54:32,Watsapp tolong buat kayak filter ig gitu dong cakep” yang menarik . Jd org lain tuh bisa bikin” filter yg bagus” terus kitanya bisa pakai deh . Kalau filter dari whatsapp kayak kureng coyy🥲,watsapp kayak filter ig gitu cakep menarik org filter bagus kitanya filter whatsapp kayak kureng coyy
App Store,kakaaknabsueheeueheh,5,2025-02-19 13:49:59,keren banget,keren
App Store,unicr0nw00bles,3,2025-02-19 13:14:07,META AI KU MANAAA KOK GAADA SIH😡😡😡😡,meta ai ku manaaa gaada
App Store,Shxxjo70,4,2025-02-19 13:07:19,Tolong di perbaiki di ios 18.3.1 notifications chat ga pernah masuk harus di buka dulu aplikasinya baru muncul chatnya,perbaiki ios 1831 notifications chat ga masuk buka aplikasinya muncul chatnya
App Store,flo211999,1,2025-02-19 12:50:55,Buat apa sih ada fitur notes video bikin sering kepencettt gak gunaa!!!!!,fitur notes video kepencettt gak gunaa
App Store,ruby jenn,1,2025-02-19 12:42:58,Plis adakn cht temany,plis adakn cht temany
App Store,Yu Se-i,4,2025-02-19 12:16:30,"whatsap nya bagus, tapi kenapa ya akhir akhir ini whatsap saya eror dan tidak bisa menggunakan fitur menelfon atau vidio call? apakah ada solusi nya, semoga bisa di perbaiki ya mohon bantuannya",whatsap bagus whatsap eror fitur menelfon vidio call solusi semoga perbaiki mohon bantuannya
App Store,inatsyya,5,2025-02-19 12:15:10,"mantap bgt buka call an buat chatan jd lebih gampang, lovee whatsapp 🤭🤭❤️",mantap buka call chatan gampang lovee whatsapp
App Store,cogan94,5,2025-02-19 11:59:59,Sejauh ini wa aplikasi kesuakaan gw !!,wa aplikasi kesuakaan
App Store,Jahayzjsbsuaj,2,2025-02-19 11:55:05,Gtau mls ngetik,gtau mls ngetik
App Store,mahrimmn,1,2025-02-19 11:53:31,ko di aku gabisa bikin stiker ya?,ko gabisa stiker
App Store,bula1524,5,2025-02-19 11:33:58,baguss,baguss
App Store,Yudho madao,2,2025-02-19 11:33:06,"Tolong lah om developer wa orang yg ngechat juga bisa di edit om, jangan hanya chat kita saja yg bisa di edit",om developer wa orang ngechat edit om chat edit
App Store,youngcancer,5,2025-02-19 11:14:37,tolong banget buat meta adain filter mirror buat kamera,meta adain filter mirror kamera
App Store,Mufly_hb,1,2025-02-19 10:56:41,"Saat video call rotasi kameranya tidak bisa di lock, walaupun pengaturan rotasi di hp sudah di lock layar video call tetap terputar saat hp di miringkan",video call rotasi kameranya lock pengaturan rotasi hp lock layar video call terputar hp miringkan
App Store,Acarfae,5,2025-02-19 10:53:11,soo,
App Store,Ucok mantab,5,2025-02-19 10:03:35,khusus nomor jamal (lulu) fitur kirim sekali liat nya ilangin bang,khusus nomor jamal lulu fitur kirim liat ilangin bang
App Store,dimasSlebew,1,2025-02-19 09:37:32,"perbaiki lah bug saat tlp selalu ngebug, ga sekali dua kali sering banget ngebug saat melakukan tlp",perbaiki bug tlp ngebug ga ngebug tlp
App Store,khinayq,3,2025-02-19 08:50:05,"Karna HP ku iOS 15,ini WA nya gakbisa dibuka",karna hp ku ios 15ini wa gakbisa dibuka
App Store,fwidaa,5,2025-02-19 08:43:11,"uda ada theme pink, loveee",uda theme pink loveee
App Store,Mbun04,5,2025-02-19 08:32:05,Nice theme,nice theme
App Store,Khankay,4,2025-02-19 08:12:17,Kemaren sdh ada chat default theme tp skrng jadi balik lagi ke sebelumnya lagi yg chat wallpaper biasa 🫣,kemaren chat default theme skrng chat wallpaper
App Store,andislll,5,2025-02-19 07:59:56,di whatsap saya,whatsap
App Store,Bebsass,5,2025-02-19 07:41:11,"Fitur tema chat saya suka cuman saran saya tambahin juga layar depan chat biar selaras warna nya sama tema chat , soalnya beda banget rasanya kalo tema chat warna pink sama layar depan chat warna putih kalo pake mode cerah, tambahi nya min hehe biar nyaman make nya",fitur tema chat suka cuman saran tambahin layar chat selaras warna tema chat beda tema chat warna pink layar chat warna putih mode cerah tambahi min hehe nyaman make
App Store,.jahbaj,1,2025-02-19 07:20:01,Kualitas unggahan story khusunya video buruk sekali gambar pecah spt kena air,kualitas unggahan story khusunya video buruk gambar pecah spt kena air
App Store,Okbkaoknn,1,2025-02-19 07:16:28,Terlalu banyak pembaruan ribet,pembaruan ribet
App Store,nabillaputrialrr,5,2025-02-19 07:01:46,tema chat aku gabisa diubah knp yhh,tema chat gabisa diubah knp yhh
App Store,Angus 9129,5,2025-02-19 06:58:26,Good Joko,good joko
App Store,Awaannn__,5,2025-02-19 06:37:34,Mantaaapppp,mantaaapppp
App Store,mfthnr,5,2025-02-19 06:34:25,oke banget untuk whastapp yg sekarang,oke whastapp
App Store,ajhisn,5,2025-02-19 06:31:00,all good,all good
App Store,Nikenpratantri,1,2025-02-19 05:58:09,Thema chat aku ilang,thema chat ilang
App Store,aresaaa101,5,2025-02-19 05:49:11,Satset tanpa lelet,satset lelet
App Store,Aldoooo123,4,2025-02-19 05:24:32,App bagus tapi beberapa hari ini pake VC rotasi sendiri terus kenapa yaa?,app bagus vc rotasi yaa
App Store,Hdnrbenienebeb,1,2025-02-19 04:49:07,Udah berkali2 perbaruin tetep gak dapet fitur buble chat tolong dong diperbaikin dah lama loh pake wa kecewa sih,berkali2 perbaruin tetep gak dapet fitur buble chat diperbaikin loh wa kecewa
App Store,syehanbu,5,2025-02-19 04:36:54,tapii tolong min adainn tema yang warna warnii cuma whattsap aku aja yang ga di rayain huhu🥺,tapii min adainn tema warna warnii whattsap ga rayain huhu
App Store,desi fitriana,5,2025-02-19 04:06:57,ok banget,
App Store,00jqqoq,5,2025-02-19 03:53:47,love,love
App Store,h3yraa,5,2025-02-19 03:47:30,"aaaaa aku mau tema pinkeu pinkeunyaa, yg lain udh dpt tp aku blm😭😭😭",aaaaa tema pinkeu pinkeunyaa blm
App Store,rvlinaa,5,2025-02-19 03:13:53,bagus bangettt,bagus bangettt
App Store,Viafadila,5,2025-02-19 03:03:28,Bagus pol,bagus pol
App Store,amliamldy,5,2025-02-19 02:46:58,nice,nice
App Store,elviianaaaa,5,2025-02-19 02:45:10,bagusss,bagusss
App Store,auahhhhhh,5,2025-02-19 02:19:35,Bagusssss,bagusssss
App Store,Sekardchyani,5,2025-02-19 01:48:54,"Membantu komunikasi dengan mudah, skrang sudah banyak fitur yang kerennn",membantu komunikasi mudah skrang fitur kerennn
App Store,akufly,5,2025-02-19 00:55:17,y,y
App Store,Nur Azizah hhhhh,4,2025-02-19 00:30:23,"Kadang kalo mau pesan suara gak bisa🥹tolong di perbaiki 
Hadheh",kadang pesan suara gak bisatolong perbaiki hadheh
App Store,fadiyahwafaa,5,2025-02-19 00:20:53,"Plis jangan dulu ilang ya,aku baru beberapa hari dapet nya soalnya,plis jangan ilangin fitur tema chat🥲",plis ilang yaaku dapet soalnyaplis ilangin fitur tema chat
App Store,susisimilkiti,4,2025-02-19 00:11:35,"kenapa hp saya belum bisa ada gelombang warna warni nya, TOLONG YAA",hp gelombang warna warni yaa
App Store,ocu keren,4,2025-02-19 00:06:49,"kenapa pas vc rotasi nya tidak di mengunci, kalau di miringkan juga ikut miring padahal setelan totasi sudah di kunci, baru kenak tiga hari yang lalu mohon untuk di perbaiki",vc rotasi mengunci miringkan miring setelan totasi kunci kenak mohon perbaiki
App Store,Rizqiqq,3,2025-02-18 23:49:22,Masih banyak bug nya yaaa tolong di perbaikin lagii,bug yaaa perbaikin lagii
App Store,HauraSyafitri,5,2025-02-18 23:34:09,plis mau tema pink,plis tema pink
App Store,suchh77,5,2025-02-18 22:42:25,👍,
App Store,muhmmad zaki,5,2025-02-18 21:48:31,whh,whh
App Store,Dahshshvsvwhshsb,3,2025-02-18 21:38:09,Belum sebagus facetime buat vc tingkatan,sebagus facetime vc tingkatan
App Store,Chacaa525,5,2025-02-18 20:39:50,💚💚💚,
App Store,h derhmllbcd,5,2025-02-18 18:03:03,niceee apk💕💕,niceee apk
App Store,lensuavabs,5,2025-02-18 17:55:32,"kenapa wa saya blm update tema ya padhaal udh update ios paling terupdate, tp blm muncul”",wa blm update tema padhaal update ios terupdate blm muncul
App Store,salsaardn,5,2025-02-18 17:47:55,jadi lebih mudah buat ngasih kabar ke orang,mudah ngasih kabar orang
App Store,beautifully name,5,2025-02-18 17:26:50,So far okeeee!,far okeeee
App Store,Yyayasss,4,2025-02-18 17:21:49,Good job,good job
App Store,kaylapriandi,5,2025-02-18 17:03:33,bagus,bagus
App Store,vyoncaaa,5,2025-02-18 16:58:29,nice,nice
App Store,Feblyna Muhadin,5,2025-02-18 16:56:47,Saya belum mendapat tema whatsaap,tema whatsaap
App Store,boyystar,5,2025-02-18 16:43:47,nice,nice
App Store,Rams_Naka,5,2025-02-18 16:42:41,Tingkatkan terus🙌🏻,tingkatkan
App Store,Chamatchalatte,5,2025-02-18 16:35:22,Please guve me chat theme🥰,please guve me chat theme
App Store,Regasaputri,5,2025-02-18 16:29:48,Gooddddd,gooddddd
App Store,dhevyalifia,5,2025-02-18 16:28:11,Verry Nice,verry nice
App Store,sweetiess25,1,2025-02-18 16:12:53,udah bagus ada filter cuman kalo bisa jangan sampe mirorlah di filtur video callnya,bagus filter cuman sampe mirorlah filtur video callnya
App Store,Hi_imyourjoy,5,2025-02-18 16:10:58,Nice app 😍,nice app
App Store,nadinejsn,5,2025-02-18 16:02:33,wow apk nya bagus,wow apk bagus
App Store,Zhfrdf,5,2025-02-18 15:56:37,Bagus,bagus
App Store,Buckyforsure,5,2025-02-18 15:46:55,Makasih wa,makasih wa
App Store,miawwpawwpaww,5,2025-02-18 15:45:28,sangat membantu bangeett makasiii yaaa,membantu bangeett makasiii yaaa
App Store,Cokletkeju,5,2025-02-18 15:36:17,Wa adalah aplikasi yg keren .. dan memudahkann kita berkomunikasi,wa aplikasi keren memudahkann berkomunikasi
App Store,Nokia laily,5,2025-02-18 15:30:09,Whatsappp ayooo kasih aku walpaper chat yg lucu lucu dongg huhu. Masa belum bisa bisa punyakuuu. Ayodonggg,whatsappp ayooo kasih walpaper chat lucu lucu dongg huhu punyakuuu ayodonggg
App Store,Premanpen,1,2025-02-18 15:25:18,Udah berkali2 perbaruin tetep ga dapet fitur buble chat tolong dong diperbaikin gimna sih whatsapp dah lama loh pake whatsapp masa gak dapet fitur buble nya,berkali2 perbaruin tetep ga dapet fitur buble chat diperbaikin gimna whatsapp loh whatsapp gak dapet fitur buble
App Store,Hamba Allah xyz,5,2025-02-18 15:18:01,"Banyak yg bilang mesti dikasih bintang 5 biar ada theme nya. Kalo gak ada, gw rate bintang 1 yak 🫵🏻",mesti dikasih bintang 5 theme gak rate bintang 1 yak
App Store,zckkquuuelhop,5,2025-02-18 15:14:06,Tidak bisa login,login
App Store,ArdanM,1,2025-02-18 15:06:33,Tap Pesan baru selanjutnya harus loading beberapa detik dulu baru mau di tap.,tap pesan loading detik tap
App Store,Sweetiestinker,5,2025-02-18 15:06:27,Bagus,bagus
App Store,zieekhaa,5,2025-02-18 14:58:00,keren banget,keren
App Store,Macthaini,5,2025-02-18 14:57:42,Gk pernah ada masalah sih kalau aku ya 👍,gk
App Store,tisazulfa,5,2025-02-18 14:55:57,"baguss, keren bangett",baguss keren bangett
App Store,ip13new,5,2025-02-18 14:55:50,give me a fitur theme chat please,give me fitur theme chat please
App Store,Perfextskies,1,2025-02-18 14:51:06,"Kemarin tuh gue udh seneng bgt theme chatnya bisa custom, soalnya yang biasa ijo jelek bgt kaya ga menarik bgt sumpah, EH gue baru nyadar today si bubble chat nya balik ke ijo dan opsi si theme nya malah ilang. LIKE WHAT?? Boleh ga sih dari semua warna yang ada kenapa ijo yg itu, jelek bgt asliiii TOLONG LAH",kemarin gue seneng theme chatnya custom ijo jelek kaya ga menarik sumpah eh gue nyadar today bubble chat ijo opsi theme ilang like what ga warna ijo jelek asliiii
App Store,aisakailadwig,5,2025-02-18 14:30:31,sedihhh,sedihhh
App Store,Malasaja21,5,2025-02-18 14:22:47,"Sangat berguna untuk komunikasi, semakin kesini semakin banyak upgrade yg menarik",berguna komunikasi kesini upgrade menarik
App Store,𐙚♡,5,2025-02-18 13:57:42,"di aku udah ada setelah nunggu sekian lamaaa, thank youuu 💗💗💗",nunggu sekian lamaaa thank youuu
App Store,rajulia123,5,2025-02-18 13:55:38,bagus keren,bagus keren
App Store,Dewek115,4,2025-02-18 13:54:07,Beneran dei ngarah madep,beneran dei ngarah madep
App Store,Kamera terbalik,1,2025-02-18 13:50:00,cara memperbaiki kamera wa miring pas vc,memperbaiki kamera wa miring vc
App Store,ZQTHGZ,5,2025-02-18 13:45:54,ok,
App Store,Supermagnum,5,2025-02-18 13:44:17,Horreee!!!! Bubble nya bs ganti warnaaaaa,horreee bubble bs ganti warnaaaaa
App Store,00034zpz,1,2025-02-18 13:38:38,Kalo buat vc rotasinya ikut miring madahal di control udah di kunci,vc rotasinya miring madahal control kunci
App Store,cndy24,5,2025-02-18 13:29:26,ini ga muncul” ya tema chat warna pink nya? pdhl udh diperbarui gimana sih,ga muncul tema chat warna pink diperbarui gimana
App Store,Rismamoy,1,2025-02-18 13:22:55,Update tema belum bisa,update tema
App Store,suciyyy,5,2025-02-18 13:14:32,mau tema pink,tema pink
App Store,untumuuntuku,1,2025-02-18 13:11:56,jahat bgt ga kebagian update,jahat ga kebagian update
App Store,wivaaaa,5,2025-02-18 12:57:30,"tapi kok aku blm adaaa temaa nya siii  hiks , tapi gpp",blm adaaa temaa siii hiks gpp
App Store,kgjbshb,5,2025-02-18 12:44:10,Ya bagus aja sih,bagus
App Store,desaje,2,2025-02-18 12:08:04,Tolong Diratakan keseluruh perangkat WhatsApp,diratakan keseluruh perangkat whatsapp
App Store,aiachoyer,5,2025-02-18 12:00:33,good,good
App Store,mayatasya222,5,2025-02-18 11:53:41,baguss,baguss
App Store,desire belinda,5,2025-02-18 11:37:59,"saya sudah update IOS terbaru dan whatsapp versi terbaru tapi tidak ada chat theme. sementara semua teman saya ada, bagaimana caranya ya?",update ios terbaru whatsapp versi terbaru chat theme teman
App Store,piyooou,5,2025-02-18 11:31:17,plis beri aku tema,plis tema
App Store,keke000_,5,2025-02-18 11:15:07,good,good
App Store,cicyy23,5,2025-02-18 11:13:26,plsss whatsapp yg baik hati kluarin bubble chat ak plc plc plc🩷🩷,plsss whatsapp hati kluarin bubble chat ak plc plc plc
App Store,Tolong dong😩,2,2025-02-18 11:05:44,Punyaku gada fitur bug nya gimna ini min tolong dong😩😩😩😩,punyaku gada fitur bug gimna min
App Store,ayyaauy,5,2025-02-18 11:04:10,bagusss,bagusss
App Store,pacarjaehyunmakasih,5,2025-02-18 10:59:22,woww,woww
App Store,mdraeee,5,2025-02-18 10:50:42,"plisss aku belum dapet tema wa yang warna warni kaya yang lainn😭, padahal semua dari ios dan wa udah update tapi kenapa belum dapet yaahh🥹",plisss dapet tema wa warna warni kaya lainn ios wa update dapet yaahh
App Store,celsieeciiii,5,2025-02-18 10:28:01,bagusss,bagusss
App Store,elsakhina,5,2025-02-18 10:27:21,"sejauh ini aman, tp adakan ganti tema wallpaper dong",aman adakan ganti tema wallpaper
App Store,vevediky,5,2025-02-18 10:23:41,plis update tema chat nya!,plis update tema chat
App Store,Ndre_nugroho,5,2025-02-18 10:22:59,Hey whatsapp. Boleh kah untuk di tambahkan lagi ringtone nya.,hey whatsapp tambahkan ringtone
App Store,Saaacchhhh,5,2025-02-18 10:14:21,Alhamdulillah yg ditunggu2 akhirnya dapet juga tema chat default 🥰😍😍😍 senaaangg syekaliiiii 💕💕💕💕 thankyouuuuuuu 🫶🫶,alhamdulillah ditunggu2 dapet tema chat default senaaangg syekaliiiii thankyouuuuuuu
App Store,Sadiyahhhh,5,2025-02-18 10:07:05,Bagus ka,bagus ka
App Store,chachaxxx,5,2025-02-18 10:02:53,chachaxxx,chachaxxx
App Store,rawrxy,5,2025-02-18 09:55:46,bagus tapi belom ada warna bubble chat plssss,bagus belom warna bubble chat plssss
App Store,chellaacantik,3,2025-02-18 09:43:24,ip ga ada bubble chat pilih kasih nya keliatan bgt,ip ga bubble chat pilih kasih keliatan
App Store,nrhfiza,5,2025-02-18 09:42:52,"fitur wa makin keren aja nih setelah di update, puas bgt pokonya😻",fitur wa keren update puas pokonya
App Store,virxa,3,2025-02-18 09:27:23,"Kenapa sih klo update story di wa itu kualitas videonya jadi jelek bgt????
Apa hal yang bginian tidah ada niat diperbaiki???",update story wa kualitas videonya jelek bginian tidah niat diperbaiki
App Store,irma abrilia,1,2025-02-18 09:25:37,min tiap pagi aku deg deg an liat wa tapi belum2 jg dpt tema pink. uda mau nyerah ini trserah aja mau gmn cape min srius. uda 3 bln lo,min pagi deg deg liat wa belum2 tema pink uda nyerah trserah gmn cape min srius uda 3 bln lo
App Store,basokuah,5,2025-02-18 09:24:49,kasih aku warna di bubble chat dong🙁,kasih warna bubble chat
App Store,destidika,1,2025-02-18 09:22:55,Tidak bisa digunakan di iPhone 6😭😭😭😭😭,iphone 6
App Store,nunnanuna,5,2025-02-18 09:22:05,kok di ak blm dpt tema cht yg lcu itu si kan ak jg mw,ak blm tema cht lcu ak mw
App Store,ripeeek,3,2025-02-18 09:19:46,kenapa di whatsap ku belum ada tema chat yaa??,whatsap ku tema chat yaa
App Store,Skysummerrashi,2,2025-02-18 09:04:46,Ini kenapa wa saya ga bisa ganti tema chat kaya orang2 padahal udah update mohon perbaiki segera agar wa saya bisa ganti tema chat,wa ga ganti tema chat kaya orang2 update mohon perbaiki wa ganti tema chat
App Store,Alvin syahril,5,2025-02-18 08:56:53,"Suka bgt fitur wa yg sekarang, temanya juga lucu""😋",suka fitur wa temanya lucu
App Store,adekunicorn,5,2025-02-18 08:43:27,keren dan memudahkan berkomunikasi,keren memudahkan berkomunikasi
App Store,erina laudya,5,2025-02-18 08:29:30,fiturnya keren dan berguna semua memudahkan segala aktivitas,fiturnya keren berguna memudahkan aktivitas
App Store,kkkahahahahha,5,2025-02-18 08:27:49,bagus,bagus
App Store,kami ada kerjaan penting!,1,2025-02-18 08:25:42,"wajar la orang banyak chat masuk dr pelanggan eh ini malah langsung di blokir blokir aja akun kesel bgt berkali kali di blokir seenak nya sm admin yang otak ny dmn, ngerusak nilai aplikasi sendiri!",wajar la orang chat masuk dr pelanggan eh langsung blokir blokir akun kesel berkali blokir seenak sm admin otak dmn ngerusak nilai aplikasi
App Store,semoga aku lolos 4 modul OSD,4,2025-02-18 08:11:57,aku kok ga dapet updatean tema whatsapp warna warni 😡😡😡 MARAH BANGET!!!,ga dapet updatean tema whatsapp warna warni marah
App Store,Indarista,5,2025-02-18 08:08:29,Tolong ada fitur chat warna pinkkkkkkk donggg belum ada nih,fitur chat warna pinkkkkkkk donggg
App Store,athayaashiffa,5,2025-02-18 08:03:37,"BAGUSS BGT WA, kasii aku theme warna warni plcc :((",baguss wa kasii theme warna warni plcc
App Store,my name is not ur bussines.,1,2025-02-18 07:56:34,kenapa fitur nya ga ada di ios ? tapi beberapa pengguna yg lain udah bisa pake fitur terbarunya.. tolong di cek lagi dong biar semua pengguna ios / andro bisa pake fitur terbaru dari whatsapp,fitur ga ios pengguna fitur terbarunya cek pengguna ios andro fitur terbaru whatsapp
App Store,Angelina Fauziah,5,2025-02-18 07:56:07,Oke,oke
App Store,ndaales,2,2025-02-18 07:54:08,kenapa sih kok wa aku blm muncul warna cht nya🤬🤬,wa blm muncul warna cht
App Store,haiiivi,1,2025-02-18 07:53:54,"punya ku disuruh update terusss tapi belum kebagian warna buble, belum bisa meta ai dan belum ada fitur buble baru",ku disuruh update terusss kebagian warna buble meta ai fitur buble
App Store,mallskiez,5,2025-02-18 07:42:38,ikut trend tiktok biar muncul pink pink,trend tiktok muncul pink pink
App Store,nushsn,5,2025-02-18 07:40:23,"fiturnya mulai bagus"" ak suka, tpi kenapa ya di wa ku belum muncul yang tema pinky"" ituuu🙇🏼‍♀️",fiturnya bagus ak suka tpi wa ku muncul tema pinky ituuu
App Store,alaksahnrml,3,2025-02-18 07:38:51,kenapa ga support ios 14 sih😡,ga support ios 14
App Store,febryours,4,2025-02-18 07:34:40,tema chat default nya belom muncul di whatsapp ku,tema chat default belom muncul whatsapp ku
App Store,Arumrahma,5,2025-02-18 07:30:05,walaupun nunggu lama akhirnya ada juga 🩷🩷,nunggu
App Store,Kintaan,3,2025-02-18 07:24:16,pleaseee mau banget tema chatttt sampe hari ini belum dapet jugaaa udah update segala galanya!!!!,pleaseee tema chatttt sampe dapet jugaaa update galanya
App Store,ndy23,5,2025-02-18 07:21:19,"tolong dong kasih warna chat,orang orang udah dapet aku belommm ada woeeeee😭😭😭",kasih warna chatorang orang dapet belommm woeeeee
App Store,lupibeti,5,2025-02-18 07:16:37,bintang 5,bintang 5
App Store,neng nafisa,5,2025-02-18 07:15:01,mau thema chat lucuu,thema chat lucuu
App Store,azakajjak,5,2025-02-18 07:13:25,keren,keren
App Store,Bbjstone batu alam,5,2025-02-18 07:07:13,Agak ribet mungkin karna ga biasa pake ipon,ribet karna ga ipon
App Store,Ayundansa,2,2025-02-18 07:02:04,"Kenapa wa ini, udaa ada sebulanan wa kaya keluar sendiri dan ini skrg ngelag bgg gabisa apa apaa. tolong dong di perbaiki sistemnya",wa udaa sebulanan wa kaya skrg ngelag bgg gabisa apaa perbaiki sistemnya
App Store,orrenjjiii,3,2025-02-18 06:55:28,kenapa wa saya belum dapet tema ya kak 😔 saya juga mauuu,wa dapet tema kak mauuu
App Store,nvtdq,1,2025-02-18 06:38:16,Semua ud milih tema ak doang yg blm di kasi,milih tema ak doang blm kasi
App Store,Cilmie,5,2025-02-18 06:37:17,chat tema ku blm bisa plisss,chat tema ku blm plisss
App Store,Itsdatsky,1,2025-02-18 06:32:24,"Tolong kembalikan tema kostumisasi nya, saya lebih nyaman dengan tema kostumisasi. Nanti saya perbaiki bintangnya semisal sudah bisa tema kostumisasi",kembalikan tema kostumisasi nyaman tema kostumisasi perbaiki bintangnya tema kostumisasi
App Store,salwa22269,5,2025-02-18 06:25:22,"kenapa wa saya tidak ada fitur ""tema chat default""",wa fitur tema chat default
App Store,awtuuuvcxxxxxhhbbbvcgnkppgf,5,2025-02-18 06:24:37,butuh temaaa yang terbaruu,butuh temaaa terbaruu
App Store,byuuonee,5,2025-02-18 06:22:34,baguss banget,baguss
App Store,aguskeceoret,2,2025-02-18 06:00:20,DI AKU GAADA WOI jhat bgt luwh meta,gaada jhat luwh meta
App Store,dyoovv,5,2025-02-18 05:50:01,"tolong dongg kasih tema chatt, udaa update berulang kali belom kebagian tema chat ky yg laen😭🙏🏼",dongg kasih tema chatt udaa update berulang belom kebagian tema chat ky laen
App Store,RA2943,5,2025-02-18 05:28:53,Di WA ku kok belum muncul temanya ya?,wa ku muncul temanya
App Store,asyarmdhn,5,2025-02-18 05:28:52,bagus bgt tapi aku blm ada filter tema yg baru,bagus blm filter tema
App Store,rst ya,3,2025-02-18 05:12:02,wa saya sampe sekarang belum ada AI nya🥲,wa sampe ai
App Store,Citra1406,5,2025-02-18 04:59:14,Huh,huh
App Store,syan ajaaa,5,2025-02-18 04:49:50,tambahin streak api kaya tiktok dong min💔,tambahin streak api kaya tiktok min
App Store,safpiwra,5,2025-02-18 04:47:45,aku suka banget sama apk ini memudahkn untuk komunikasi dan ga trllu menguras kuota/data pokonya terbaik dehh luv luv🥰❤️❤️,suka apk memudahkn komunikasi ga trllu menguras kuotadata pokonya terbaik dehh luv luv
App Store,zyr33z,5,2025-02-18 04:35:16,5 star,5 star
App Store,Aisyah Nurfitriani,5,2025-02-18 04:24:47,"bagus, andalan",bagus andalan
App Store,skawbill,5,2025-02-18 03:58:45,"untuk berkomunikasi dengan orang orang jauh, sangat membantu mantapp",berkomunikasi orang orang membantu mantapp
App Store,Anggunp2,5,2025-02-18 03:56:52,Sangat baik,
App Store,Ceceaa20,5,2025-02-18 03:54:45,Vert good,vert good
App Store,gueeaja,5,2025-02-18 03:49:17,bguss💗💗,bguss
App Store,deyariz,3,2025-02-18 03:48:37,plis bgt ini tema chat lama bgt padahal sering perbarui tapi tetep aja ga dapet tema chat nya💔,plis tema chat perbarui tetep ga dapet tema chat
App Store,Sunghoon kipop,5,2025-02-18 03:39:06,bintang 5 tapi kasih wa saya fitur tema yang terbaru dong,bintang 5 kasih wa fitur tema terbaru
App Store,zarakhrns,3,2025-02-18 03:18:27,tema chat tidak tersedia,tema chat tersedia
App Store,litarianah,4,2025-02-18 02:54:18,"Lama mendapatkan update tema whatsapp , padahal perangkat sudah update sistem terbaru",update tema whatsapp perangkat update sistem terbaru
App Store,njhma,2,2025-02-18 02:32:14,wa saya tidak bisa di tema bubble nya tolong perbaikiii,wa tema bubble perbaikiii
App Store,aquaariusss,5,2025-02-18 02:27:45,semoga udh ada tema nya punyaku😭,semoga tema punyaku
App Store,riyan1905,1,2025-02-18 02:22:51,"vc suka mati sendiri bug, rotasi sudah lock tapi vc masih ada rotasi",vc suka mati bug rotasi lock vc rotasi
App Store,lalaa-123,5,2025-02-18 01:55:36,"wa ku belum adaa warna chat nya huhuhuu, padahal udah di update :((",wa ku adaa warna chat huhuhuu update
App Store,ratumermaid,5,2025-02-18 01:43:54,"bagus si cuman -1 tema di hp saya belum muncul, tolong dong pihak whatsapp ini punya saya yang tema itu belum ada",bagus cuman 1 tema hp muncul whatsapp tema
App Store,aafoeriety,5,2025-02-18 01:28:38,goood!,goood
App Store,!:!./&shah,5,2025-02-18 01:23:44,"bagus si, membantu cuma blm dapet update terbarunyaaa, padahal udah nungguin dari bulan bulan kemarin :(",bagus membantu blm dapet update terbarunyaaa nungguin kemarin
App Store,HioghJa,5,2025-02-18 01:17:55,"Bagus sih, tp kenapa whatsapp ku belum dpat tema 😭😭😭😭",bagus whatsapp ku dpat tema
